Wall time,Step,Value
1699099275.6031358,1490,685.963134765625
1699099331.2987423,1500,694.7677001953125
1699099393.8249497,1510,625.4911499023438
1699099457.8021078,1520,653.3287963867188
1699099515.0877824,1530,627.6640014648438
1699099570.798465,1540,542.0794677734375
1699099631.7287722,1550,654.32421875
1699099692.527165,1560,574.7415161132812
1699099749.055468,1570,688.9387817382812
1699099810.2377455,1580,673.4575805664062
1699099868.0595963,1590,733.5962524414062
1699099929.116228,1600,707.081298828125
1699099986.7869313,1610,673.7130126953125
1699100052.690546,1620,813.6578369140625
1699100124.4131343,1630,862.2387084960938
1699100194.6875963,1640,810.5369262695312
1699100260.9554904,1650,702.0823974609375
1699100328.8682442,1660,767.1360473632812
1699100390.9937742,1670,698.79638671875
1699100456.6293445,1680,780.1072998046875
1699100528.0953634,1690,771.9539794921875
1699100587.5287182,1700,870.3604736328125
1699100667.7742896,1710,801.4744262695312
1699100733.8099496,1720,689.0652465820312
1699100793.5983076,1730,634.0491943359375
1699100854.8151033,1740,819.2725219726562
1699100919.579728,1750,753.7575073242188
1699100982.456961,1760,857.6571655273438
1699101053.2805269,1770,669.2593383789062
1699101098.9286313,1780,630.1828002929688
1699101134.3106525,1790,798.2866821289062
1699101167.883082,1800,716.8323364257812
1699101199.4707096,1810,732.94287109375
1699101241.0056343,1820,763.339111328125
1699101274.3750098,1830,712.075927734375
1699101304.4980721,1840,722.924560546875
1699101340.0099576,1850,680.2552490234375
1699101378.4661326,1860,629.4754028320312
1699101409.2322955,1870,722.9130859375
1699101448.6201916,1880,939.9232177734375
1699101488.8733706,1890,619.864990234375
1699101526.3984728,1900,970.3042602539062
1699101565.1513767,1910,958.1726684570312
1699101605.607945,1920,808.099365234375
1699101648.4118874,1930,1038.5208740234375
1699101686.3946483,1940,829.1588745117188
1699101745.1490045,1950,921.165283203125
1699101820.4790475,1960,926.891357421875
1699101865.8117201,1970,997.8175659179688
1699101907.7105854,1980,912.1651611328125
1699101947.9488964,1990,802.2999877929688
1699101989.2734923,2000,766.0838012695312
1699102044.6006987,2010,790.4639892578125
1699102117.8017285,2020,750.4224243164062
1699102183.3092363,2030,712.2132568359375
1699102251.2689688,2040,802.5755615234375
1699102319.7220094,2050,829.2581787109375
1699102382.8042839,2060,697.2782592773438
1699102439.4964695,2070,799.7709350585938
1699102510.0489385,2080,738.56640625
1699102578.6045902,2090,833.6922607421875
1699102644.9269125,2100,772.1427001953125
1699102722.1619942,2110,848.2260131835938
1699102790.9238923,2120,825.6534423828125
1699102866.967632,2130,891.1466064453125
1699102939.3801594,2140,750.4205932617188
1699103021.653955,2150,737.9552001953125
1699103100.894392,2160,739.3115234375
1699103175.9927273,2170,815.7614135742188
1699103241.208262,2180,702.0653686523438
1699103319.8531663,2190,691.4263916015625
1699103361.2451282,2200,707.4600219726562
1699103404.6180408,2210,639.6945190429688
1699103447.1340642,2220,655.0607299804688
1699103489.7194932,2230,853.8214721679688
1699103529.1701083,2240,819.2698364257812
1699103606.0241492,2250,784.1155395507812
1699103675.7788255,2260,817.2276000976562
1699103732.3878548,2270,803.5532836914062
1699103776.2079878,2280,729.3026733398438
1699103819.7495885,2290,1002.9834594726562
1699103861.577341,2300,800.6997680664062
1699103915.442848,2310,690.0447387695312
1699103997.667855,2320,866.3632202148438
1699104093.0699527,2330,880.3001708984375
1699104176.1490357,2340,682.1278686523438
1699104261.4988728,2350,691.0541381835938
1699104347.069942,2360,889.7003784179688
1699104443.2092972,2370,853.6763305664062
1699104528.2011817,2380,875.138916015625
1699104628.4836397,2390,741.7739868164062
1699104728.2161725,2400,922.08935546875
1699104796.0253282,2410,906.336669921875
1699104846.1176503,2420,978.6856689453125
1699104947.2300317,2430,1115.587158203125
1699105081.5845208,2440,1427.3131103515625
1699105196.0545974,2450,1014.3797607421875
1699105305.7719238,2460,1187.528564453125
1699105429.3427863,2470,1151.262939453125
1699105483.21164,2480,1226.6513671875
1699105563.9289014,2490,911.7810668945312
1699105635.8997524,2500,1362.143798828125
1699105697.3485653,2510,1407.2421875
1699105771.1369014,2520,1054.9775390625
1699105822.5880501,2530,1136.963623046875
1699105882.4857764,2540,1514.1097412109375
1699105947.1746442,2550,1058.795166015625
1699106027.114453,2560,1920.440185546875
1699106104.18679,2570,1140.8414306640625
1699106196.3831165,2580,992.8878173828125
1699106299.563134,2590,1989.1365966796875
1699106410.3465815,2600,1569.341552734375
1699106577.192654,2610,3470.7275390625
1699106713.0424135,2620,2631.49169921875
1699106865.2761955,2630,2277.83740234375
1699106953.6849499,2640,2647.839599609375
1699107097.4384553,2650,2057.07373046875
1699107262.2936194,2660,2779.497314453125
1699107455.4865801,2670,2945.949462890625
1699107656.2770588,2680,3827.07666015625
1699107848.97847,2690,1869.7220458984375
1699108085.8277345,2700,5009.7568359375
1699108268.2334542,2710,3943.5224609375
1699108481.3952596,2720,4738.2119140625
1699108678.4417226,2730,2552.853271484375
1699108881.248822,2740,5229.49365234375
1699109067.3726478,2750,2683.664794921875
1699109260.237752,2760,3373.695068359375
1699109479.1754682,2770,3335.48095703125
1699109677.822695,2780,2550.529296875
1699109918.1343958,2790,4507.18408203125
1699110130.2591553,2800,4862.6982421875
1699110407.2965639,2810,4423.572265625
1699110673.5886242,2820,4706.38916015625
1699110936.5588505,2830,2444.13623046875
1699111227.7999225,2840,5360.908203125
1699111500.7961924,2850,5235.66552734375
1699111758.4826589,2860,4630.80322265625
1699111964.6260116,2870,5394.466796875
1699112256.4359794,2880,5357.11376953125
1699112476.2968552,2890,1867.3599853515625
1699112758.0254235,2900,5432.353515625
1699113056.6784353,2910,4864.650390625
1699113338.0257251,2920,4789.96875
1699113623.058007,2930,5344.61376953125
1699113911.1361585,2940,4826.5498046875
1699114198.4766018,2950,5440.1552734375
1699114474.4223006,2960,3396.183349609375
1699114759.9851627,2970,5410.41357421875
1699115048.3432617,2980,3982.878662109375
1699115319.2653134,2990,4109.62158203125
1699115508.6109915,3000,5439.36962890625
1699115735.4934318,3010,5513.279296875
1699116057.1719506,3020,4725.4453125
1699116378.5204275,3030,5200.04052734375
1699116703.9461386,3040,5481.1787109375
1699117005.873822,3050,5444.08984375
1699117293.468332,3060,5003.18017578125
1699117765.7957065,3070,5098.18359375
1699118212.0572324,3080,4994.74169921875
1699118487.779755,3090,5507.1279296875
1699118785.5682166,3100,4681.3525390625
1699119080.737621,3110,4807.14990234375
1699119410.2681332,3120,4265.2314453125
1699119659.5850084,3130,5465.71240234375
1699119919.2906976,3140,5301.302734375
1699120235.409828,3150,5038.84423828125
1699120557.5366735,3160,5195.3994140625
1699120887.366201,3170,5482.73291015625
1699121184.5938118,3180,5445.64208984375
1699121520.9615326,3190,5484.25
1699121858.0057476,3200,5262.3291015625
1699122174.9000442,3210,4919.97607421875
1699122522.3136816,3220,5459.419921875
1699122865.6598692,3230,5009.85888671875
1699123196.6606894,3240,5184.0419921875
1699123539.1334238,3250,4317.92919921875
1699123809.2957873,3260,5086.15283203125
1699124162.193307,3270,5141.50732421875
1699124519.3149538,3280,5542.80908203125
1699124851.655416,3290,5448.38720703125
1699125201.412431,3300,5342.4833984375
1699125565.0931997,3310,5345.90283203125
1699125930.9113612,3320,5401.265625
1699126297.3147838,3330,5047.7294921875
1699126647.5781455,3340,5392.64697265625
1699126974.3527603,3350,5083.83642578125
1699127295.5198967,3360,5384.99072265625
1699127643.6839948,3370,4985.93798828125
1699127997.5399878,3380,4873.369140625
1699128376.497066,3390,5640.20166015625
1699128742.5797775,3400,5513.71728515625
1699128997.5190084,3410,1252.53466796875
1699129114.882929,3420,4533.24755859375
1699129452.4833565,3430,5574.32568359375
